CUST_NO,EPOCH,TRANS_AMOUNT
8841,08/12/2014,1150
8561,24/08/2015,1000
2805,19/01/2015,2950
1149,29/01/2015,1350
3991,25/02/2015,450
508,27/07/2015,600
2619,22/10/2014,500
3146,18/03/2015,650
9350,28/08/2015,550
5663,27/11/2014,1200
3853,14/08/2015,1000
6597,22/06/2015,1200
4347,07/05/2015,1400
593,18/03/2015,700
4628,21/07/2015,650
5794,01/09/2015,850
4770,30/07/2015,2900
7952,03/09/2014,700
2997,25/09/2014,650
2328,15/09/2014,1150
9331,18/05/2015,1550
8832,15/10/2014,1150
14,28/10/2014,500
7089,22/07/2015,1050
3109,19/01/2015,2900
9642,06/11/2014,500
4905,24/10/2014,850
7415,07/10/2014,1050
3138,02/03/2015,1500
1583,30/12/2014,400
2968,06/10/2014,1050
2604,12/08/2014,2600
7809,01/10/2015,700
5290,19/10/2015,950
2309,14/08/2015,1250
7435,22/09/2015,950
3751,01/10/2015,550
8836,01/07/2014,650
7157,11/03/2015,750
3161,13/02/2015,750
643,02/12/2014,750
8365,06/10/2014,800
1504,29/09/2014,800
2010,28/05/2015,600
4542,28/01/2015,2600
3561,24/02/2015,400
6828,25/08/2014,1650
9773,28/09/2015,950
68,16/04/2015,700
5660,19/06/2015,1200
3886,30/06/2014,1850
716,20/10/2014,1200
8344,26/09/2014,1050
1247,28/11/2014,600
6380,20/10/2014,4000
805,24/02/2015,950
1272,07/04/2015,650
4561,30/03/2015,4200
5647,28/07/2015,550
2472,11/09/2014,950
3319,14/07/2015,1000
1448,04/08/2015,350
5953,26/08/2015,1700
5397,26/06/2015,700
5635,25/03/2015,1800
6067,02/12/2014,1900
2161,04/08/2015,750
3448,05/08/2014,1100
719,01/07/2015,1100
6848,06/02/2015,850
2429,30/12/2014,1050
6382,23/07/2015,400
2012,17/11/2014,1050
3234,24/10/2014,550
8097,11/05/2015,900
8049,07/09/2015,800
7262,28/10/2014,1450
3514,02/10/2014,700
8841,08/07/2014,1150
8561,25/08/2014,1050
2805,18/08/2014,3000
1149,29/07/2015,1300
3991,30/07/2014,550
508,02/11/2015,150
2619,22/09/2014,500
3146,19/01/2015,650
9350,19/12/2014,550
5663,28/10/2014,1200
3853,15/06/2015,1000
6597,22/07/2015,1200
4347,07/10/2015,1350
8500,12/01/2015,950
4628,21/01/2015,650
5794,02/03/2015,800
4770,31/08/2015,2550
7952,03/10/2014,700
2997,25/06/2015,650
2328,14/07/2015,1100
2830,27/04/2015,1000
8832,17/11/2014,1150
14,29/06/2015,500
7089,22/09/2014,1150
3109,20/04/2015,2900
9642,08/09/2014,500
4905,25/08/2014,850
7993,02/09/2015,550
3138,05/08/2014,1550
1583,28/09/2015,750
2968,04/09/2015,1050
2604,12/12/2014,2550
7809,02/11/2015,700
5290,18/09/2015,950
2309,14/04/2015,1250
7435,22/06/2015,950
3751,01/10/2014,600
8836,01/08/2014,650
7157,11/09/2015,750
3161,13/08/2014,750
643,05/05/2015,750
8632,19/06/2015,1750
1504,28/01/2015,800
2010,28/09/2015,600
4542,30/03/2015,3550
3561,24/11/2014,400
6828,26/01/2015,1650
9773,30/06/2014,950
68,16/10/2015,700
5660,21/09/2015,1200
3886,28/08/2015,1750
716,18/12/2014,1150
8344,28/09/2015,1050
1247,28/01/2015,600
6380,18/03/2015,4200
805,27/10/2015,950
1272,07/08/2014,650
4561,28/10/2015,2100
5647,30/06/2014,550
2472,13/07/2015,950
3319,14/10/2014,1000
1448,05/08/2014,350
5953,26/09/2014,1800
5397,26/08/2014,700
5635,25/11/2014,1800
6067,02/11/2015,1900
2161,02/03/2015,750
3448,03/11/2014,1100
719,01/10/2014,1150
6848,06/08/2015,850
4503,13/05/2015,1350
6382,23/12/2014,1600
2012,17/12/2014,1050
3234,24/07/2014,550
8097,11/06/2015,900
8049,06/11/2014,800
7262,26/02/2015,1400
3514,02/04/2015,700
8841,08/07/2015,1100
8561,23/10/2015,950
2805,22/12/2014,2950
1149,29/10/2015,1300
3991,29/04/2015,550
508,27/10/2015,600
2619,22/10/2015,500
3146,17/07/2014,650
9350,23/10/2015,550
5663,27/08/2015,1200
3853,16/03/2015,1000
6597,22/08/2014,1250
4347,07/10/2014,1450
8500,11/09/2015,950
4628,21/09/2015,650
5794,02/01/2015,800
4770,30/04/2015,2900
7952,05/10/2015,700
2997,27/04/2015,650
2328,14/08/2014,1150
2830,30/12/2014,1000
8832,15/08/2014,1150
14,28/07/2014,500
3332,29/09/2014,1200
3109,21/07/2014,2900
4957,02/09/2015,1000
4905,24/09/2014,850
7993,02/03/2015,550
3138,04/08/2015,1500
1583,28/04/2015,400
2968,05/10/2015,1050
2604,12/02/2015,2550
7809,02/01/2015,700
5290,18/03/2015,950
2309,14/05/2015,1250
7435,22/10/2015,900
3751,01/09/2015,550
8836,01/10/2014,650
7157,11/08/2015,750
3161,13/07/2015,750
643,02/10/2015,750
8632,19/08/2014,1750
1504,28/04/2015,800
2010,28/11/2014,650
4542,28/11/2014,2600
3561,24/04/2015,400
6828,28/10/2014,1650
9773,29/09/2014,950
68,16/03/2015,700
5660,19/01/2015,1200
3886,29/06/2015,1750
716,18/08/2015,1150
8344,27/07/2015,1050
1247,30/03/2015,1200
6380,18/08/2014,4000
805,24/11/2014,950
1272,07/10/2015,650
4561,28/04/2015,2100
45,23/06/2015,1350
2472,16/06/2014,100
3319,14/09/2015,1000
1448,02/01/2015,350
5953,28/09/2015,1700
5397,26/11/2014,700
5635,26/01/2015,1800
6067,02/09/2014,1900
2161,01/12/2014,750
3448,03/02/2015,1050
719,01/07/2014,1150
6848,06/03/2015,850
4503,27/07/2015,1550
6382,23/04/2015,400
2012,17/09/2015,1050
3234,25/08/2014,550
8097,11/08/2014,900
8049,08/12/2014,800
986,30/01/2015,800
3514,02/11/2015,700
8841,08/08/2014,1150
8561,23/01/2015,1000
2805,24/11/2014,3000
1149,30/03/2015,2650
3991,24/06/2015,450
6651,16/04/2015,1050
2619,22/12/2014,500
3146,20/07/2015,500
9350,25/09/2015,550
5663,27/01/2015,1200
3853,15/09/2014,1000
6597,22/10/2015,1200
4347,07/09/2015,1350
8500,13/04/2015,950
4628,23/03/2015,650
5794,01/09/2014,800
4770,30/10/2014,2900
7734,14/01/2015,1050
2997,25/11/2014,650
2328,14/10/2015,1100
2830,27/10/2015,950
8832,15/01/2015,1150
8044,11/11/2014,700
3332,30/12/2014,1200
3109,01/09/2015,950
4957,02/01/2015,1000
4905,24/03/2015,850
7993,02/10/2015,550
3138,02/12/2014,1550
1583,28/07/2015,750
2968,07/04/2015,1050
2604,14/07/2014,2600
9159,30/12/2014,600
5290,20/04/2015,950
2853,16/07/2015,1100
7435,22/07/2014,950
3751,01/07/2015,550
8836,01/09/2014,650
7157,11/05/2015,750
3161,13/04/2015,750
643,02/01/2015,750
8632,20/04/2015,1750
1504,30/06/2014,800
2010,30/06/2014,650
4542,28/07/2015,2600
3561,24/06/2015,350
6828,25/07/2014,1650
9773,28/07/2015,950
5425,29/10/2014,600
5660,21/07/2014,1200
3886,28/10/2015,1700
716,18/07/2014,1200
8344,30/12/2014,1050
1247,28/10/2015,600
6380,18/02/2015,4200
805,25/08/2014,950
1272,09/03/2015,650
4561,28/09/2015,2100
45,23/02/2015,1350
2472,11/07/2014,950
3319,16/02/2015,1000
1448,02/10/2015,350
5953,26/06/2015,1700
5397,26/05/2015,700
5635,25/02/2015,1800
6067,02/02/2015,1900
2161,01/09/2014,750
3448,03/06/2015,1050
719,05/02/2015,2200
6848,06/10/2015,850
4503,13/08/2014,1350
6382,23/09/2014,1600
2012,18/05/2015,1050
3234,26/01/2015,550
8097,11/03/2015,900
8049,06/03/2015,800
986,30/07/2014,800
3514,02/09/2015,700
8841,09/03/2015,1150
8561,23/07/2015,1000
2805,22/06/2015,2900
9363,27/04/2015,1600
3991,27/05/2015,450
6651,16/09/2015,1000
2619,23/02/2015,500
9833,25/08/2014,500
9350,30/01/2015,800
5663,27/02/2015,1200
3853,14/10/2014,1000
6597,23/03/2015,1200
7577,20/02/2015,800
8500,11/06/2015,950
4628,21/08/2015,650
7150,03/11/2014,800
7008,11/07/2014,1200
7734,15/06/2015,1050
2997,30/12/2014,650
2328,15/06/2015,1100
2830,26/08/2014,1000
8832,15/09/2015,1100
8044,12/10/2015,700
3332,28/11/2014,1200
3109,02/06/2015,1000
4957,02/11/2015,1000
4905,24/08/2015,850
7993,02/06/2015,550
3138,05/05/2015,1500
1583,28/01/2015,400
7397,06/02/2014,1200
2604,12/09/2014,2600
9159,26/08/2015,600
7592,22/06/2015,1050
2853,16/10/2015,1050
7435,22/01/2015,950
3751,01/12/2014,600
8836,01/12/2014,650
7157,11/08/2014,800
3161,15/06/2015,750
643,02/07/2014,800
8632,20/07/2015,1750
1504,30/12/2014,800
2010,28/08/2015,600
4542,04/02/2015,1650
3561,26/01/2015,400
6828,25/02/2015,1650
9773,28/10/2014,950
5425,29/07/2015,600
5660,19/03/2015,1200
3886,28/10/2014,1850
716,18/08/2014,1200
8344,26/02/2015,1050
1247,28/09/2015,600
4049,11/08/2014,1200
805,24/09/2014,950
1272,07/07/2014,650
4561,28/05/2015,2100
45,23/10/2014,1400
2472,12/10/2015,950
3319,14/01/2015,1000
1448,03/11/2014,350
5953,26/01/2015,1750
5397,28/10/2014,700
1134,27/08/2014,650
6067,04/08/2015,1900
2161,05/05/2015,750
3448,03/12/2014,1100
719,01/09/2015,1100
6848,06/07/2015,850
4503,26/08/2015,1550
6382,23/10/2014,1600
8090,31/08/2015,2600
3234,27/10/2015,500
8097,11/02/2015,900
8049,06/07/2015,800
986,30/06/2014,800
3514,02/07/2015,700
8841,08/09/2014,1150
8561,23/06/2015,1000
2805,28/09/2015,3100
9363,27/08/2014,1650
2617,08/04/2015,1950
6651,18/08/2014,1050
2619,22/07/2014,500
9833,28/10/2014,500
9350,24/10/2014,550
5663,27/03/2015,1200
3853,16/02/2015,1000
6597,23/02/2015,1200
7577,21/08/2015,800
8500,11/09/2014,1000
4628,22/06/2015,650
7150,02/01/2015,800
7008,11/02/2015,1200
7734,14/08/2015,1050
2997,25/05/2015,650
2328,14/01/2015,1150
2830,26/11/2014,1000
8832,16/03/2015,1100
8044,11/09/2015,700
3332,28/08/2015,1200
3109,19/03/2015,2900
4957,02/12/2014,1000
4905,24/12/2014,850
7993,02/07/2015,550
3138,02/09/2015,1500
1583,28/07/2014,800
7397,22/10/2014,1550
2604,12/11/2014,2600
9159,26/01/2015,600
7592,22/04/2015,1100
2853,18/05/2015,1100
7435,22/12/2014,950
3751,02/11/2015,550
8836,01/09/2015,650
7157,11/02/2015,750
3161,13/05/2015,750
252,15/04/2015,1300
8632,19/08/2015,1750
7461,21/04/2015,1150
2010,28/04/2015,600
4542,28/09/2015,2600
3561,24/07/2015,350
6828,30/12/2014,1650
9773,28/08/2014,950
5425,27/08/2014,500
1195,26/03/2015,600
8339,07/08/2014,550
8260,20/04/2015,2500
8344,26/11/2014,1050
1247,30/12/2014,600
4049,11/05/2015,1200
5408,16/06/2015,2600
1272,07/11/2014,650
4561,29/09/2014,2000
45,23/04/2015,1350
2472,11/03/2015,950
3319,16/03/2015,1000
1448,02/07/2015,350
2646,08/12/2014,1200
5563,12/10/2015,600
1134,28/10/2014,650
6067,02/06/2015,1900
2161,02/11/2015,700
3448,07/04/2015,1050
719,02/06/2015,1100
6848,06/05/2015,850
4503,13/11/2014,1350
6382,24/11/2014,1600
8090,30/09/2015,2600
3234,24/09/2014,550
8097,11/09/2014,900
8049,07/07/2014,800
986,30/04/2015,800
3514,02/02/2015,700
8841,08/09/2015,1100
8561,23/04/2015,1000
385,25/08/2014,2050
9363,28/09/2015,1600
2617,09/02/2015,3000
6651,16/07/2015,1000
2619,23/03/2015,500
9833,26/01/2015,500
9350,22/05/2015,550
5663,27/10/2015,1200
3853,14/07/2015,1000
6597,22/09/2015,1200
7577,20/03/2015,800
8500,11/12/2014,950
4628,22/12/2014,650
7150,02/07/2015,800
7008,11/06/2015,1150
7734,15/12/2014,1050
2997,28/10/2014,650
2328,14/10/2014,1150
2830,26/02/2015,1000
8832,15/05/2015,1100
8044,11/12/2014,700
3332,29/06/2015,1200
3109,05/05/2015,1000
4957,02/10/2015,1000
4905,27/10/2015,850
7993,02/07/2014,550
3138,02/07/2014,1550
1583,30/06/2014,800
7397,06/06/2014,1200
2604,13/07/2015,2500
9159,27/10/2015,550
7592,22/12/2014,1100
2853,16/10/2014,1150
7435,23/03/2015,950
3751,02/06/2015,550
8836,05/05/2015,650
7157,12/01/2015,750
3161,13/10/2015,750
252,15/05/2015,1300
8632,19/05/2015,1750
7461,22/09/2014,1150
2010,28/07/2014,650
4542,28/10/2015,2600
3561,24/10/2014,400
6828,27/07/2015,1650
9773,30/12/2014,950
5425,30/07/2014,600
1195,26/05/2015,600
8339,07/11/2014,550
8260,18/12/2014,2500
8344,26/06/2015,1050
1247,28/07/2015,600
4049,10/06/2015,1200
5408,18/05/2015,2600
1272,07/10/2014,650
6460,01/10/2014,800
45,25/08/2014,1400
2472,11/11/2014,950
7085,01/07/2015,500
1448,02/10/2014,350
2646,06/02/2015,1200
5563,11/03/2015,600
1134,28/09/2015,600
6067,02/10/2015,1900
2161,02/02/2015,750
3448,03/07/2015,1050
719,02/11/2015,1050
6848,06/10/2014,850
4503,14/07/2014,1350
6382,23/10/2015,400
8090,30/01/2015,2600
3234,24/08/2015,500
8097,11/12/2014,900
8049,08/06/2015,800
986,30/07/2015,800
3514,02/07/2014,750
8841,08/10/2015,1100
8561,25/05/2015,1000
385,24/07/2014,2050
9363,29/09/2014,1650
2617,08/01/2015,3000
6651,16/09/2014,1050
7460,20/04/2015,950
9833,25/09/2014,500
9350,21/11/2014,550
5663,28/09/2015,1200
3853,14/01/2015,1000
6597,22/09/2014,1250
7577,30/10/2015,1200
8500,11/08/2015,950
4628,21/05/2015,650
7150,02/11/2015,750
7008,11/09/2015,1150
7734,14/05/2015,1050
2997,25/02/2015,650
2328,14/08/2015,1100
2830,26/08/2015,950
8832,15/07/2014,1150
8044,11/07/2014,700
3332,28/04/2015,1200
3109,01/07/2015,950
4957,05/05/2015,1000
4905,26/01/2015,850
7993,05/05/2015,550
3138,03/11/2014,1550
1583,28/10/2014,400
7397,08/05/2014,1200
2604,12/06/2015,2500
9159,26/08/2014,600
7592,24/11/2014,1100
2853,16/12/2014,1100
7435,22/08/2014,950
3751,01/08/2014,600
8836,02/01/2015,650
7157,13/04/2015,750
3161,13/10/2014,750
252,15/09/2015,1250
8632,19/10/2015,1750
7461,21/08/2015,1100
2010,29/09/2014,650
4542,28/10/2014,2600
3561,24/12/2014,400
7912,25/08/2014,700
9358,06/07/2015,1550
5425,28/10/2015,500
1195,27/07/2015,600
8339,08/06/2015,550
8260,18/11/2014,2500
8344,26/01/2015,1050
1247,28/08/2014,600
4049,10/11/2014,1200
5408,16/09/2014,2600
1272,07/07/2015,650
6460,04/08/2015,800
45,23/07/2014,1400
2472,11/09/2015,950
7085,01/12/2014,500
1448,02/03/2015,350
2646,06/08/2014,1250
5563,11/09/2015,600
1134,29/09/2014,850
6067,02/04/2015,1900
2161,01/10/2015,750
1526,26/01/2015,1100
1592,24/10/2014,700
6848,07/04/2015,850
4503,26/06/2015,1550
6382,25/05/2015,400
8090,25/11/2014,2400
3234,24/02/2015,550
2229,22/12/2014,1300
8049,06/10/2015,800
986,30/10/2014,800
3514,02/03/2015,700
8841,08/10/2014,1150
8561,23/07/2014,1050
385,24/02/2015,2000
9363,27/02/2015,1600
2617,10/08/2015,1950
6651,16/12/2014,1050
7460,19/01/2015,950
9833,25/02/2015,500
9350,31/07/2015,800
3736,02/10/2015,750
3853,14/07/2014,1000
6597,22/12/2014,1200
7577,29/05/2015,1200
8500,11/02/2015,950
4628,21/04/2015,650
7150,02/09/2015,800
7008,13/04/2015,1200
7734,14/11/2014,1100
5588,12/10/2015,1050
2328,14/07/2014,1150
2830,26/03/2015,1000
8536,28/08/2015,1100
8044,13/10/2014,700
3332,28/07/2015,1200
3109,19/09/2014,2900
4957,12/11/2014,1100
4905,24/04/2015,850
7993,04/08/2015,550
3138,02/09/2014,1550
1583,28/10/2015,750
7397,22/04/2015,1550
9551,09/04/2015,1150
9159,26/02/2015,600
7592,22/10/2015,1050
2853,16/06/2015,1100
7435,22/04/2015,950
3751,05/05/2015,550
8836,04/08/2015,650
7157,13/10/2014,800
7582,25/05/2015,1450
252,15/08/2014,1300
8632,19/03/2015,1750
7461,23/03/2015,1150
2680,30/06/2014,650
4542,28/08/2015,2600
3561,25/05/2015,400
7912,24/07/2014,700
9358,05/12/2014,1600
5425,30/09/2015,600
1195,27/04/2015,600
8339,07/09/2015,550
8260,18/09/2014,2500
8344,26/08/2015,1050
1247,28/10/2014,600
4049,12/10/2015,1200
5408,16/03/2015,2600
1272,07/01/2015,650
6460,01/12/2014,800
45,23/01/2015,1350
1380,11/05/2015,600
7085,01/09/2014,500
1448,02/06/2015,350
2646,06/10/2014,1250
5563,11/11/2014,600
1134,29/07/2015,700
6067,02/03/2015,1900
2161,01/04/2015,750
1526,28/10/2014,1150
1592,24/06/2015,800
6848,08/12/2014,850
4503,15/09/2014,1350
6382,23/03/2015,400
8090,30/06/2014,1450
3234,24/11/2014,550
2229,22/04/2015,1300
8049,06/01/2015,800
986,30/10/2015,750
3514,05/05/2015,700
8841,09/02/2015,1150
8561,23/03/2015,1000
385,24/04/2015,2000
9363,27/11/2014,1650
2617,09/03/2015,1950
6651,17/08/2015,1000
7460,19/08/2015,950
9833,25/05/2015,500
9350,29/08/2014,800
3736,02/10/2014,750
3853,14/05/2015,1000
4259,22/08/2014,900
7577,22/08/2014,800
8500,13/07/2015,950
4628,21/10/2015,650
7150,02/09/2014,800
7008,13/07/2015,1150
7734,14/09/2015,1050
5588,12/01/2015,1150
3785,14/04/2015,400
2830,26/06/2015,950
8536,30/06/2014,1150
8044,11/02/2015,700
3332,28/01/2015,1200
1169,05/01/2015,1100
4957,02/07/2015,1000
4905,25/05/2015,850
7993,03/11/2014,550
3138,02/10/2014,1550
7256,20/10/2015,350
7397,22/07/2015,1500
9551,10/08/2015,1150
9159,28/07/2014,600
7592,22/09/2015,1050
2853,16/04/2015,1100
7435,22/10/2014,950
6098,18/07/2014,1000
8836,01/04/2015,650
7157,11/09/2014,800
7582,24/09/2014,1450
252,16/02/2015,1300
8632,19/09/2014,1750
7461,21/09/2015,1100
2680,28/10/2015,650
4542,28/08/2014,2650
3561,27/10/2015,350
7912,25/05/2015,650
9358,05/02/2015,1600
5425,25/03/2015,500
1195,28/10/2014,600
8339,09/02/2015,550
8260,20/10/2014,2500
5654,09/07/2014,450
1247,28/04/2015,600
4049,10/08/2015,1200
5408,16/09/2015,2600
1272,08/06/2015,650
6460,01/10/2015,800
45,24/08/2015,1350
1380,10/03/2015,600
7085,03/11/2014,500
1448,02/12/2014,350
2646,08/09/2014,1250
5563,11/06/2015,600
1134,24/11/2014,650
6067,05/08/2014,1900
7151,05/10/2015,1350
1526,28/09/2015,1100
1592,11/08/2014,550
6848,06/08/2014,900
4503,13/03/2015,1350
8172,30/04/2015,800
8090,30/09/2014,4450
3234,25/05/2015,550
2229,22/09/2014,1300
8049,06/10/2014,800
986,30/12/2014,1600
3514,02/09/2014,750
8841,10/08/2015,1100
8561,23/12/2014,1000
385,24/09/2014,2050
9363,27/07/2015,1600
2617,08/09/2015,1950
6651,16/10/2014,1050
7460,19/12/2014,950
9833,25/06/2015,500
9350,27/02/2015,550
3736,04/08/2015,750
9269,02/01/2015,1800
4259,24/11/2014,900
7577,30/12/2014,800
8500,13/10/2014,1000
4628,22/09/2014,650
7150,02/12/2014,800
7008,13/10/2014,1200
7734,14/07/2015,1050
5588,10/11/2014,1150
3785,14/10/2014,400
2830,27/07/2015,950
8536,28/07/2015,1100
8044,11/06/2015,700
3332,30/03/2015,2400
1169,03/10/2014,1100
4957,04/08/2015,1000
4905,24/02/2015,850
7993,02/09/2014,550
3138,02/01/2015,1550
7256,20/11/2014,350
7397,24/11/2014,2750
9551,09/12/2014,1150
9159,28/09/2015,550
7592,23/03/2015,1100
2853,16/01/2015,1100
7435,22/09/2014,950
6098,18/05/2015,950
8836,01/07/2015,650
7157,12/10/2015,750
7582,24/06/2015,1450
252,15/01/2015,1300
8632,19/01/2015,1750
7461,21/10/2014,1150
2680,28/07/2015,650
4542,30/06/2014,1000
3561,24/07/2014,400
7912,24/06/2015,650
9358,05/10/2015,1550
5425,31/12/2014,600
1195,26/11/2014,600
8339,07/08/2015,550
8260,18/05/2015,2500
5654,09/02/2015,450
1247,29/09/2014,600
4049,10/09/2015,1200
5408,16/07/2015,2600
8978,11/05/2015,500
6460,02/11/2015,800
45,23/10/2015,1300
1380,10/04/2015,600
7085,04/08/2015,500
1448,02/09/2015,350
2646,08/06/2015,1200
5563,11/12/2014,600
1134,27/04/2015,600
6067,02/07/2014,1900
7151,07/07/2014,1350
1526,26/03/2015,1100
1592,24/04/2015,800
6848,07/09/2015,850
4503,13/02/2015,1350
8172,31/08/2015,800
8090,30/07/2014,3000
3234,24/03/2015,550
2229,23/03/2015,1300
8049,06/05/2015,800
986,30/09/2015,800
3514,05/08/2014,750
8841,08/04/2015,1150
8561,24/11/2014,1050
385,27/10/2015,2000
9363,28/07/2014,1650
2617,08/10/2014,1600
6651,18/05/2015,1050
7460,21/07/2014,950
9833,25/07/2014,500
9350,24/04/2015,550
3736,02/09/2014,750
9269,02/12/2014,1800
4259,22/12/2014,900
7577,28/11/2014,800
8500,11/07/2014,1000
4628,21/08/2014,650
7150,02/07/2014,800
7008,12/10/2015,1150
7734,14/10/2015,1000
5588,10/09/2015,1100
3785,14/11/2014,400
2830,31/03/2014,1000
8536,30/03/2015,2250
8044,11/09/2014,700
3332,28/07/2014,1200
1169,03/03/2015,1100
4957,15/04/2015,1100
6358,18/03/2015,1450
7993,02/12/2014,550
3138,02/11/2015,1500
7256,21/09/2015,350
7397,22/09/2014,1550
9551,11/05/2015,1150
9159,27/04/2015,600
7592,23/02/2015,1100
2853,17/08/2015,1100
7435,22/05/2015,950
6098,18/08/2014,1000
8836,03/11/2014,650
1212,30/07/2014,350
7582,25/08/2014,1450
252,15/10/2015,1250
8632,19/11/2014,1750
7461,21/05/2015,1150
2680,30/03/2015,1250
4542,30/12/2014,2600
6869,11/08/2014,1150
7912,24/08/2015,650
9358,06/10/2014,1600
5425,25/02/2015,500
1195,26/09/2014,600
8339,07/10/2015,550
8260,19/01/2015,2500
5654,11/08/2014,450
1247,28/07/2014,600
4049,10/09/2014,1200
5408,18/08/2014,2600
8978,10/10/2014,500
6460,02/01/2015,800
45,23/07/2015,1350
1380,10/07/2015,600
7085,05/05/2015,500
1448,02/11/2015,350
2646,06/03/2015,1200
5563,11/08/2015,600
1134,30/07/2014,700
6067,02/07/2015,1900
7151,05/11/2014,1350
1526,27/07/2015,1100
1592,24/02/2015,800
6848,06/01/2015,850
4503,28/09/2015,1550
8172,31/07/2015,800
8090,25/05/2015,2050
3234,24/12/2014,550
2229,22/08/2014,1300
8049,06/08/2014,800
986,30/03/2015,1550
3514,04/08/2015,700
8841,10/11/2014,1150
8561,23/10/2014,1050
385,24/06/2015,2000
9363,27/03/2015,1600
2617,08/07/2014,1600
6651,16/03/2015,1050
7460,21/09/2015,950
9833,25/11/2014,500
9350,27/03/2015,550
3736,02/07/2015,750
9269,02/07/2015,1800
4259,22/05/2015,900
7577,18/09/2015,800
8500,11/08/2014,1000
4628,21/10/2014,650
7150,02/10/2014,800
7008,11/08/2015,1150
7734,16/03/2015,1050
5588,10/09/2014,1150
3785,14/08/2014,400
2830,28/10/2014,1000
8536,28/05/2015,1150
8044,11/03/2015,700
3332,28/09/2015,1200
1169,03/11/2014,1100
4957,02/10/2014,900
6358,17/02/2015,1450
7993,02/10/2014,550
3138,02/06/2015,1500
7256,22/06/2015,350
7397,22/01/2015,1550
9551,10/11/2014,1150
9159,26/03/2015,600
7592,22/05/2015,1050
2853,17/11/2014,1150
7435,22/07/2015,950
6098,25/06/2015,950
8836,01/10/2015,650
1212,30/06/2014,350
7582,24/10/2014,1450
252,15/06/2015,1250
8632,19/12/2014,1750
7461,23/02/2015,1150
